n,2.000,2.000,7.000,32.000,0.000,28.000,0.000,79.000,28.000,31.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,805.500,466.000,26.000,44.850,11.500,22.722,9.600,18.400,20.410,11.200,9.880,29.000,21.000,27.000,0.000,2.000,0.150,0.455,3175.000,498.000,187.000,23.529,10.040,21.400
y,0.000,0.000,1.000,10.000,1.000,705.000,0.000,486.000,35.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10718.100,8743.000,1445.000,99.120,0.900,14.418,7.800,53.400,67.560,4.083,7.880,-1.000,0.000,0.000,0.000,0.000,-0.026,0.413,133747.000,8872.000,3829.000,70.906,65.983,132.219
n,12.000,20.000,3.000,29.000,8.000,169.000,0.000,253.000,88.000,86.000,5.000,2.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3206.700,2002.000,94.000,49.860,11.600,22.628,9.900,15.700,15.320,19.667,9.470,105.000,88.000,99.000,2.000,4.000,0.251,0.497,12551.000,2090.000,396.000,25.758,5.550,5.550
n,8.000,25.000,6.000,15.000,16.000,267.000,0.000,199.000,58.000,200.000,50.000,33.000,0.000,0.000,1.000,6.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000,2.000,0.000,5.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,4.000,5799.600,3336.000,154.000,40.990,12.900,19.889,11.200,16.500,16.130,12.400,8.350,143.000,144.000,113.000,0.000,30.000,0.185,0.486,21666.000,3555.000,546.000,43.040,7.201,7.229
n,3.000,7.000,4.000,7.000,6.000,21.000,0.000,158.000,8.000,57.000,23.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1206.900,713.000,28.000,37.130,14.400,24.150,11.800,20.700,19.270,9.000,9.620,66.000,16.000,59.000,0.000,7.000,0.120,0.389,4752.000,765.000,236.000,23.305,8.889,9.673
y,0.000,0.000,3.000,6.000,3.000,15.000,0.000,64.000,5.000,59.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,727.200,415.000,22.000,35.370,13.000,22.379,11.500,18.800,20.650,63.000,9.630,27.000,21.000,26.000,0.000,1.000,0.116,0.375,2912.000,459.000,132.000,32.576,10.893,12.200
n,39.000,460.000,9.000,401.000,211.000,6167.000,2.000,913.000,2217.000,766.000,18.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,110325.600,66886.000,3192.000,50.160,11.500,15.399,10.600,15.000,14.620,35.500,6.650,2274.000,3108.000,1826.000,123.000,325.000,0.153,0.482,426378.000,68645.000,4949.000,39.382,4.121,4.238
y,15.000,48.000,8.000,23.000,35.000,505.000,0.000,445.000,68.000,224.000,116.000,108.000,46.000,0.000,0.000,0.000,0.000,2.000,22.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,39.000,13884.300,7455.000,349.000,24.370,15.200,19.697,13.300,19.500,19.960,58.000,8.300,407.000,366.000,391.000,0.000,16.000,0.154,0.431,53572.000,7584.000,928.000,21.336,4.589,5.498
y,14.000,56.000,7.000,34.000,28.000,995.000,1.000,129.000,432.000,79.000,17.000,14.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,2.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,14893.200,10048.000,674.000,64.810,7.900,14.075,8.200,9.800,11.420,31.500,6.790,239.000,851.000,106.000,99.000,34.000,0.130,0.457,58557.000,10127.000,1158.000,16.149,2.400,2.400
n,9.000,12.000,7.000,95.000,11.000,194.000,1.000,93.000,176.000,32.000,16.000,9.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2927.700,1842.000,117.000,55.540,9.400,19.420,8.800,11.100,12.820,12.200,8.810,82.000,119.000,77.000,0.000,5.000,0.216,0.523,11180.000,1857.000,165.000,24.242,2.854,2.854
n,8.000,11.000,2.000,8.000,3.000,126.000,0.000,56.000,55.000,64.000,8.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,2202.300,1403.000,79.000,53.410,10.200,19.925,9.600,12.000,12.640,8.667,8.780,42.000,88.000,36.000,0.000,6.000,0.257,0.542,8337.000,1411.000,193.000,15.026,2.622,2.622
n,7.000,11.000,5.000,112.000,10.000,177.000,1.000,71.000,183.000,50.000,27.000,17.000,0.000,0.000,0.000,0.000,2.000,12.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2159.100,1526.000,96.000,72.260,7.100,17.718,7.000,8.600,9.630,8.167,8.120,43.000,101.000,43.000,0.000,0.000,0.183,0.479,8440.000,1539.000,130.000,27.692,3.574,3.639
n,5.000,11.000,6.000,17.000,10.000,99.000,2.000,139.000,83.000,23.000,5.000,3.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2135.700,1310.000,107.000,59.090,8.000,17.262,9.200,10.800,14.020,12.800,8.340,27.000,108.000,24.000,0.000,3.000,0.336,0.559,8436.000,1349.000,95.000,40.000,4.744,4.744
n,5.000,12.000,8.000,108.000,11.000,287.000,1.000,175.000,235.000,94.000,8.000,5.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,4159.800,2761.000,146.000,60.750,9.500,18.687,8.200,11.700,11.890,54.000,8.180,141.000,144.000,123.000,1.000,17.000,0.303,0.520,15820.000,2820.000,441.000,20.181,3.723,3.759
n,3.000,5.000,5.000,61.000,8.000,66.000,0.000,45.000,85.000,12.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1592.100,1021.000,67.000,56.050,9.200,19.872,8.900,10.800,12.460,11.800,9.050,67.000,71.000,55.000,2.000,10.000,0.304,0.515,6117.000,1046.000,135.000,25.185,3.824,4.015
n/a,3.000,3.000,4.000,9.000,3.000,12.000,0.000,39.000,5.000,33.000,8.000,2.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,580.500,304.000,17.000,27.930,13.800,24.028,11.700,18.100,20.120,11.800,10.390,24.000,13.000,16.000,4.000,4.000,0.117,0.365,2169.000,327.000,68.000,27.941,6.728,7.339
y,3.000,4.000,2.000,2.000,1.000,14.000,0.000,72.000,3.000,33.000,7.000,6.000,1.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,816.300,445.000,16.000,26.340,16.500,26.513,12.900,23.200,20.830,29.500,10.300,26.000,12.000,24.000,2.000,0.000,0.061,0.368,3145.000,481.000,119.000,34.454,9.148,10.395
n,2.000,3.000,3.000,26.000,1.000,37.000,0.000,33.000,36.000,28.000,17.000,11.000,0.000,0.000,0.000,0.000,1.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,645.300,449.000,19.000,64.440,10.100,23.289,8.200,15.200,13.520,8.833,9.480,34.000,19.000,33.000,0.000,1.000,0.025,0.418,2631.000,479.000,105.000,31.429,6.889,6.889
y/n,2.000,2.000,2.000,9.000,2.000,34.000,0.000,75.000,19.000,88.000,88.000,81.000,0.000,0.000,0.000,0.000,22.000,70.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,911.700,551.000,29.000,43.730,11.900,23.683,9.900,16.600,17.810,32.500,10.140,32.000,33.000,32.000,0.000,0.000,0.180,0.425,3549.000,594.000,190.000,26.316,9.428,9.933
y/n,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.900,17.000,1.000,54.220,9.900,22.918,0.000,15.900,17.920,14.500,10.050,2.000,1.000,2.000,0.000,0.000,0.080,0.270,126.000,23.000,1.000,100.000,21.739,21.739
y,0.000,0.000,1.000,1.000,2.000,4.000,0.000,16.000,2.000,12.000,4.000,4.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,192.600,120.000,6.000,51.180,11.100,22.000,10.900,16.300,16.820,15.500,9.370,8.000,6.000,8.000,0.000,0.000,0.157,0.393,764.000,129.000,36.000,38.889,12.403,12.403
y,0.000,0.000,3.000,14.000,0.000,1274.000,0.000,680.000,89.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16735.500,11467.000,2215.000,74.660,4.100,19.153,7.900,74.300,93.300,3.125,9.840,-1.000,0.000,0.000,0.000,0.000,0.101,1.000,219825.000,11680.000,8487.000,70.590,65.317,169.362
n/a,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.600,1.000,1.000,-98.740,27.300,42.400,0.000,35.600,24.200,0.500,19.480,1.000,1.000,1.000,0.000,0.000,0.000,0.000,12.000,1.000,1.000,100.000,100.000,100.000
y,0.000,0.000,1.000,3.000,0.000,763.000,0.000,109.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5653.800,6900.000,351.000,119.160,1.500,15.184,9.300,26.600,29.760,27.000,6.710,-1.000,0.000,0.000,0.000,0.000,0.433,0.792,60601.000,7764.000,1487.000,58.305,28.387,46.546
n,0.000,0.000,3.000,61.000,2.000,4094.000,0.000,2878.000,330.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57887.100,39687.000,7109.000,74.250,4.300,17.318,8.000,77.000,96.610,2.500,9.080,-1.000,0.000,0.000,0.000,0.000,0.006,0.664,-1.000,-1.000,-1.000,-1.000,-1.000,-1.000
n,0.000,0.000,2.000,3.000,92.000,38.000,0.000,64.000,12.000,149.000,5.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1337.400,937.000,38.000,63.320,10.600,20.674,10.400,18.000,16.420,14.750,8.330,26.000,35.000,19.000,0.000,7.000,0.207,0.475,6014.000,1096.000,238.000,62.185,15.785,15.785
n,0.000,0.000,3.000,8.000,1.000,18.000,0.000,37.000,24.000,28.000,12.000,7.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,421.200,264.000,13.000,50.870,11.200,22.090,9.300,15.800,16.070,7.833,9.370,21.000,12.000,19.000,0.000,2.000,0.292,0.484,1572.000,268.000,107.000,8.411,5.224,5.224
n,0.000,0.000,1.000,2.000,0.000,48.000,0.000,36.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,722.700,558.000,109.000,91.680,1.700,18.449,7.000,68.100,85.350,2.100,9.580,-1.000,0.000,0.000,0.000,0.000,0.020,1.000,9885.000,567.000,460.000,72.174,67.725,166.667
n,0.000,0.000,4.000,21.000,0.000,26.000,0.000,54.000,28.000,59.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,816.300,465.000,24.000,34.860,13.200,27.222,10.600,18.200,19.550,56.000,11.490,35.000,17.000,34.000,0.000,1.000,0.237,0.393,3192.000,536.000,149.000,46.980,14.739,14.925
n,0.000,0.000,1.000,15.000,1.000,1163.000,0.000,676.000,94.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15973.200,13284.000,2108.000,98.920,1.000,16.914,8.000,65.700,82.820,10.667,8.840,-1.000,0.000,0.000,0.000,0.000,0.035,0.975,232657.000,13510.000,8053.000,70.483,53.301,140.853
n,13.000,28.000,7.000,15.000,9.000,176.000,0.000,100.000,70.000,138.000,11.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,1.000,1.000,0.000,0.000,9.000,0.000,0.000,0.000,3209.400,2109.000,88.000,55.580,11.500,21.102,9.700,15.800,14.050,56.000,8.580,84.000,85.000,77.000,0.000,7.000,0.233,0.517,12788.000,2261.000,374.000,44.385,8.536,8.536
n,12.000,45.000,6.000,35.000,29.000,402.000,0.000,375.000,230.000,200.000,36.000,13.000,0.000,0.000,0.000,0.000,2.000,5.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,0.000,1.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,8872.200,5425.000,355.000,55.950,9.300,17.403,9.600,12.500,14.490,20.667,8.060,176.000,363.000,158.000,8.000,10.000,0.279,0.532,34715.000,5666.000,614.000,40.554,5.824,5.948
